Invoice Number,Vendor Name,GSTIN,Date,Taxable Amount,CGST,SGST,IGST,Total Amount
INV-2024-0931,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-03-01,98998,0,0,17819.64,116817.64
INV-2024-0932,Enterprise 33 Ltd,02AAACC0033A1Z5,2023-12-28,81160,0,0,14608.8,95768.8
INV-2024-0933,Enterprise 33 Ltd,02AAACC0033A1Z5,2023-11-17,398020,0,0,71643.6,469663.6
INV-2024-0934,Enterprise 8 Ltd,03AAACC0008A1Z8,2023-12-28,559580,50362.2,50362.2,0,660304.4
INV-2024-0935,Enterprise 15 Ltd,02AAACC0015A1Z7,2024-03-04,205601,0,0,37008.18,242609.18
INV-2024-0936,Enterprise 8 Ltd,03AAACC0008A1Z8,2024-01-09,634714,57124.26,57124.26,0,748962.52
INV-2024-0937,Enterprise 39 Ltd,03AAACC0039A1Z5,2024-03-07,630803,0,0,113544.54,744347.54
INV-2024-0938,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-03-18,361603,32544.27,32544.27,0,426691.54
INV-2024-0939,TechNova Solutions,27AADCT1234E1Z1,2023-11-27,720496,0,0,129689.28,850185.28
INV-2024-0940,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-01-24,872454,0,0,157041.72,1029495.72
INV-2024-0941,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-01-26,277560,24980.4,24980.4,0,327520.8
INV-2024-0942,Enterprise 43 Ltd,05AAACC0043A1Z3,2024-01-12,895912,0,0,161264.16,1057176.16
INV-2024-0943,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-02-22,418655,37678.95,37678.95,0,494012.9
INV-2024-0944,Enterprise 28 Ltd,03AAACC0028A1Z7,2024-01-14,274640,24717.6,24717.6,0,324075.2
INV-2024-0945,Enterprise 4 Ltd,07AAACC0004A1Z3,2023-11-09,597574,53781.66,53781.66,0,705137.32
INV-2024-0946,Enterprise 12 Ltd,01AAACC0012A1Z4,2024-02-04,407889,0,0,73420.02,481309.02
INV-2024-0947,Enterprise 32 Ltd,05AAACC0032A1Z3,2024-03-12,391424,0,0,70456.32,461880.32
INV-2024-0948,Enterprise 37 Ltd,01AAACC0037A1Z0,2023-11-06,440422,39637.98,39637.98,0,519697.96
INV-2024-0949,Enterprise 22 Ltd,09AAACC0022A1Z0,2023-11-07,169034,15213.06,15213.06,0,199460.12
INV-2024-0950,Enterprise 33 Ltd,02AAACC0033A1Z5,2023-12-15,418371,0,0,75306.78,493677.78
INV-2024-0951,Enterprise 41 Ltd,01AAACC0041A1Z2,2024-02-24,464830,41834.7,41834.7,0,548499.4
INV-2024-0952,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-11-13,355909,32031.81,32031.81,0,419972.62
INV-2024-0953,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-01-01,272782,24550.38,24550.38,0,321882.76
INV-2024-0954,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-11-09,251054,0,0,45189.72,296243.72
INV-2024-0955,Prime Steels,33EEEE3333A1Z4,2024-03-16,740486,66643.74,66643.74,0,873773.48
INV-2024-0956,Enterprise 38 Ltd,04AAACC0038A1Z2,2023-12-02,780749,0,0,140534.82,921283.82
INV-2024-0957,Enterprise 32 Ltd,05AAACC0032A1Z3,2024-01-14,398512,0,0,71732.16,470244.16
INV-2024-0958,Enterprise 13 Ltd,01AAACC0013A1Z8,2024-02-20,589931,0,0,106187.58,696118.58
INV-2024-0959,Enterprise 9 Ltd,02AAACC0009A1Z6,2024-02-11,182915,0,0,32924.7,215839.7
INV-2024-0960,Enterprise 19 Ltd,01AAACC0019A1Z1,2023-12-10,735202,0,0,132336.36,867538.36
INV-2024-0961,Apex Logistics,21CCCC1111A1Z2,2024-01-12,755886,68029.74,68029.74,0,891945.48
INV-2024-0962,Enterprise 35 Ltd,03AAACC0035A1Z6,2023-11-09,156454,14080.86,14080.86,0,184615.72
INV-2024-0963,Enterprise 25 Ltd,08AAACC0025A1Z3,2024-01-11,81095,7298.55,7298.55,0,95692.1
INV-2024-0964,Dynamic Dealers,24DDDD2222A1Z3,2024-02-08,279777,25179.93,25179.93,0,330136.86
INV-2024-0965,Enterprise 37 Ltd,01AAACC0037A1Z0,2024-02-17,465316,0,0,83756.88,549072.88
INV-2024-0966,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-02-19,224144,0,0,40345.92,264489.92
INV-2024-0967,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-01-02,57637,5187.33,5187.33,0,68011.66
INV-2024-0968,Enterprise 36 Ltd,06AAACC0036A1Z4,2024-02-18,24213,0,0,4358.34,28571.34
INV-2024-0969,Enterprise 16 Ltd,08AAACC0016A1Z7,2023-11-09,667265,60053.85,60053.85,0,787372.7
INV-2024-0970,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-01-18,36485,3283.65,3283.65,0,43052.3
INV-2024-0971,Enterprise 13 Ltd,01AAACC0013A1Z8,2023-11-03,780613,0,0,140510.34,921123.34
INV-2024-0972,Enterprise 6 Ltd,02AAACC0006A1Z2,2024-03-16,26362,2372.58,2372.58,0,31107.16
INV-2024-0973,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-02-01,378498,34064.82,34064.82,0,446627.64
INV-2024-0974,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-03-25,415260,0,0,74746.8,490006.8
INV-2024-0975,Enterprise 22 Ltd,09AAACC0022A1Z0,2023-12-25,675534,0,0,121596.12,797130.12
INV-2024-0976,Enterprise 32 Ltd,05AAACC0032A1Z3,2024-03-02,888050,79924.5,79924.5,0,1047899
INV-2024-0977,Enterprise 43 Ltd,05AAACC0043A1Z3,2024-03-15,39096,3518.64,3518.64,0,46133.28
INV-2024-0978,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-02-22,497121,44740.89,44740.89,0,586602.78
INV-2024-0979,Enterprise 6 Ltd,02AAACC0006A1Z2,2024-01-24,372361,33512.49,33512.49,0,439385.98
INV-2024-0980,Global Corp,22BBBB0000A1Z5,2023-12-15,677578,60982.02,60982.02,0,799542.04
INV-2024-0981,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-03-15,767992,69119.28,69119.28,0,906230.56
INV-2024-0982,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-03-07,681710,0,0,122707.8,804417.8
INV-2024-0983,Rapid Delivery,14FFFF4444A1Z6,2024-01-09,19466,1751.94,1751.94,0,22969.88
INV-2024-0984,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-03-09,447815,0,0,80606.7,528421.7
INV-2024-0985,Enterprise 41 Ltd,01AAACC0041A1Z2,2024-02-01,54744,4926.96,4926.96,0,64597.92
INV-2024-0986,Enterprise 18 Ltd,09AAACC0018A1Z2,2024-01-14,124293,0,0,22372.74,146665.74
INV-2024-0987,Enterprise 3 Ltd,08AAACC0003A1Z5,2023-12-16,339870,30588.3,30588.3,0,401046.6
INV-2024-0988,Enterprise 8 Ltd,03AAACC0008A1Z8,2024-01-12,652239,0,0,117403.02,769642.02
INV-2024-0989,Enterprise 1 Ltd,03AAACC0001A1Z3,2023-12-02,873308,0,0,157195.44,1030503.44
INV-2024-0990,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-03-16,502704,45243.36,45243.36,0,593190.72
INV-2024-0991,Enterprise 12 Ltd,01AAACC0012A1Z4,2024-01-13,222912,0,0,40124.16,263036.16
INV-2024-0992,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-02-17,138831,12494.79,12494.79,0,163820.58
INV-2024-0993,Enterprise 36 Ltd,06AAACC0036A1Z4,2024-01-06,54715,0,0,9848.7,64563.7
INV-2024-0994,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-01-18,541671,48750.39,48750.39,0,639171.78
INV-2024-0995,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-01-24,89855,0,0,16173.9,106028.9
INV-2024-0996,Enterprise 12 Ltd,01AAACC0012A1Z4,2024-03-11,247902,22311.18,22311.18,0,292524.36
INV-2024-0997,Enterprise 23 Ltd,01AAACC0023A1Z7,2024-01-09,372078,0,0,66974.04,439052.04
INV-2024-0998,Enterprise 11 Ltd,09AAACC0011A1Z6,2024-02-28,240988,0,0,43377.84,284365.84
INV-2024-0999,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-03-27,628287,56545.83,56545.83,0,741378.66
INV-2024-1000,Enterprise 23 Ltd,01AAACC0023A1Z7,2024-02-13,141912,12772.08,12772.08,0,167456.16
